coord_key,SDSS,SDR5ID,ra_deg,dec_deg,ra_deg_r,dec_deg_r,sep_arcsec,z,z_r,iMag,M_i,mbh_solar,chi2_pdf,log10_tau_d,log10_sigma_mag_sqrtyr,mu,npts,D(g-i),order,log10_tau_lim_lo,log10_tau_lim_hi,log10_sig_lim_lo,log10_sig_lim_hi,edge_flag,Plike,Pnoise,Pinf
49.660_-0.683,031838.42-004058.9,7527.0,49.660088,-0.683042,49.660088,-0.683042,0.0,1.1678,1.1678,-24.439,-24.439,8.567,1.23662,2.34779,-0.703055,19.8456,71.0,-0.115,6529,2.17974,3.97531,-0.848511,-0.655188,0.0,166.398,127.671,164.585
49.672_0.856,031841.18+005120.8,7530.0,49.671609,0.855784,49.671608,0.855784,0.003073585126505738,1.4366,1.4366,-26.134,-26.134,9.25,1.34876,1.37606,-0.28545,18.6172,70.0,-0.008,6454,1.16149,1.60529,-0.40679,-0.230975,0.0,149.641,124.877,139.776
49.681_0.822,031843.46+004917.5,7532.0,49.681111,0.821537,49.68111,0.821537,0.0,1.0622,1.0622,-23.712,-23.712,0.0,1.06868,3.11177,-0.559008,20.002,65.0,0.25,6554,2.95325,4.57178,-0.649,-0.512025,0.0,131.359,52.6817,131.049
49.685_-0.601,031844.33-003605.1,7533.0,49.684744,-0.601434,49.684746,-0.601434,0.0068727452774991205,1.5668,1.5668,-24.808,-24.808,0.0,1.46967,5.0,-1.175,20.076,67.0,0.035,6828,3.51436,4.74813,-1.29372,-1.02622,1.0,164.236,125.787,164.246
49.688_-0.313,031845.17-001845.3,7534.0,49.688223,-0.312598,49.688225,-0.312598,0.005323605600495953,3.2233,3.2233,-27.8,-27.8,0.0,1.0917,2.40128,-0.996293,18.8264,71.0,-0.077,6778,2.24715,4.08498,-1.14814,-0.949379,0.0,212.343,166.35,210.707
49.692_-0.940,031846.13-005622.8,7535.0,49.692222,-0.939684,49.692223,-0.939684,0.0,2.1247,2.1247,-26.227,-26.227,9.138,1.32069,1.74592,-0.667595,19.3767,66.0,0.107,6773,1.72166,4.19801,-1.15851,-0.687939,0.0,164.148,156.413,163.107
49.728_-1.072,031854.73-010420.8,7536.0,49.728081,-1.072471,49.728081,-1.072471,0.0,1.0946,1.0946,-25.397,-25.397,9.102,1.17705,1.9729,-0.456468,18.8462,69.0,-0.035,6417,1.76099,3.00276,-0.612893,-0.420773,0.0,161.897,130.054,158.907
49.729_-1.053,031854.97-010309.0,7537.0,49.729066,-1.052503,49.729065,-1.052503,0.0,2.1336,2.1336,-25.748,-25.748,9.121,1.36062,1.96286,-0.225519,19.9984,103.0,-0.196,6466,1.76461,2.77013,-0.415811,-0.187231,0.0,182.759,138.547,179.32
49.731_0.933,031855.44+005557.6,7538.0,49.731034,0.932691,49.731033,0.932691,0.0,1.5031,1.5031,-24.236,-24.236,8.625,1.32363,5.0,-0.875,20.4069,59.0,-0.031,6412,3.69597,4.78278,-0.949194,-0.756387,1.0,98.6208,65.8186,98.6496
49.774_0.715,031905.80+004252.4,7541.0,49.774179,0.714583,49.774178,0.714583,0.0,1.5131,1.5131,-24.584,-24.584,7.906,1.32992,2.67217,-1.01909,20.421,57.0,0.224,6842,2.35153,4.35834,-1.20378,-0.883392,0.0,118.332,109.372,117.609
49.778_-1.158,031906.71-010928.6,7542.0,49.777966,-1.157948,49.777966,-1.157948,0.0,3.1389,3.1389,-27.192,-27.192,9.312,1.34988,2.77453,-1.20435,19.3664,69.0,0.194,6614,2.58572,4.43688,-1.37476,-1.11129,0.0,188.594,175.445,187.919
49.784_0.480,031908.22+002848.4,7543.0,49.784281,0.480116,49.784283,0.480116,0.0068727452774991205,1.8182,1.8182,-25.727,-25.727,8.986,0.988626,2.18588,-0.652528,19.619,73.0,-0.1,6670,1.97426,2.96738,-0.774723,-0.603883,0.0,175.886,143.234,172.811
49.793_0.284,031910.21+001702.2,7544.0,49.792549,0.283946,49.792549,0.283946,0.003073585126505738,2.4495,2.4495,-25.588,-25.588,8.892,0.963586,2.56381,-0.886198,20.5425,67.0,0.031,6662,2.3882,4.24615,-1.03681,-0.815382,0.0,147.968,117.036,146.748
49.793_0.124,031910.24+000727.1,7545.0,49.792705,0.124197,49.792706,0.124197,0.00434670577101264,0.8771,0.8771,-23.249,-23.249,0.0,1.49283,2.89363,-0.834248,20.3168,68.0,0.45,6462,2.75299,4.51828,-0.983614,-0.758022,0.0,133.266,95.869,132.814
49.794_-0.043,031910.66-000233.7,7546.0,49.794456,-0.042699,49.794456,-0.042699,0.0,0.8671,0.8671,-24.109,-24.109,8.884,1.36315,2.08168,-0.547035,19.5932,68.0,-0.138,6542,1.87312,3.12523,-0.722614,-0.499026,0.0,148.806,117.322,145.945
49.799_1.004,031911.86+010014.4,7547.0,49.799421,1.00402,49.799419,1.00402,0.005323605600495953,0.9487,0.9487,-24.802,-24.802,8.882,1.14592,2.64583,-0.726466,19.24,69.0,-0.25,6453,2.49139,4.36509,-0.834348,-0.685028,0.0,176.78,128.034,175.865
49.811_0.840,031914.60+005022.9,7548.0,49.810858,0.839715,49.81086,0.839715,0.00434670577101264,1.3126,1.3126,-24.261,-24.261,0.0,1.00206,3.17075,-0.592185,20.6415,113.0,0.17,6438,3.0224,4.5879,-0.684042,-0.546856,0.0,210.558,86.8246,210.247
49.822_1.214,031917.37+011249.6,7549.0,49.822394,1.213799,49.822395,1.213799,0.0,1.0123,1.0123,-23.708,-23.708,0.0,1.03754,2.66806,-0.523114,20.4429,64.0,0.144,6468,2.57462,4.51293,-0.661705,-0.480693,0.0,116.263,66.5157,115.951
49.825_0.709,031917.93+004230.8,7550.0,49.824713,0.70857,49.824715,0.70857,0.0068727452774991205,1.4345,1.4345,-24.685,-24.685,8.475,1.82709,2.06001,-0.639031,20.0477,69.0,0.117,6427,1.78447,2.71023,-0.809439,-0.542243,0.0,131.012,113.918,127.685
49.825_0.017,031918.11+000101.6,7551.0,49.825484,0.017116,49.825485,0.017116,0.006147170253011476,1.1918,1.1918,-24.803,-24.803,8.829,1.09941,2.89937,-0.734069,19.5891,71.0,-0.008,6426,2.7832,4.49502,-0.834626,-0.687827,0.0,173.454,110.445,172.842
49.843_0.456,031922.28+002722.8,7552.0,49.842836,0.456348,49.842834,0.456348,0.005323605600495953,2.2899,2.2899,-25.592,-25.592,8.567,0.882593,2.1585,-0.491292,20.2499,73.0,0.072,6573,1.94522,2.90209,-0.611469,-0.443066,0.0,146.725,116.518,143.579
49.859_-0.479,031926.24-002844.8,7554.0,49.859366,-0.479134,49.859367,-0.479134,0.0,1.573,1.573,-24.658,-24.658,0.0,1.20767,1.88684,-0.32997,20.2959,66.0,0.011,6805,1.66455,2.48416,-0.488594,-0.282155,0.0,124.068,99.2233,120.222
49.866_1.119,031927.85+010707.4,7555.0,49.866051,1.118744,49.866051,1.118744,0.0,1.9001,1.9001,-25.496,-25.496,0.0,1.43972,2.83726,-1.03857,19.8295,69.0,0.157,6821,2.69232,4.47253,-1.18152,-0.954945,0.0,164.422,117.781,163.807
49.878_-0.587,031930.82-003512.0,7556.0,49.878455,-0.586679,49.878456,-0.586679,0.0,2.6244,2.6244,-26.556,-26.556,9.694,1.23481,1.96617,-0.60614,19.5302,69.0,0.153,6571,2.10559,4.38008,-1.03705,-0.665517,0.0,168.294,148.393,167.772
49.898_0.404,031935.52+002416.0,7558.0,49.898022,0.404472,49.898022,0.404472,0.0,0.7016,0.7016,-23.623,-23.623,8.708,1.11725,2.55114,-0.679823,19.5569,68.0,-0.313,6506,2.40719,4.19519,-0.785951,-0.640756,0.0,167.376,99.6594,165.935
49.904_0.497,031937.02+002947.9,7559.0,49.904265,0.496642,49.904266,0.496642,0.003073585126505738,2.6652,2.6652,-27.003,-27.003,9.883,1.04895,3.26465,-1.00123,19.1134,73.0,0.072,6795,3.01581,4.59899,-1.09929,-0.939858,0.0,206.699,156.021,206.505
49.904_-0.972,031937.06-005820.5,7560.0,49.904457,-0.972368,49.904457,-0.972368,0.0,1.4165,1.4165,-25.38,-25.38,8.92,1.25001,2.56629,-0.946426,19.3988,69.0,0.091,6759,2.41539,4.29866,-1.08625,-0.88925,0.0,183.955,132.623,182.866
49.905_-0.445,031937.30-002641.1,7561.0,49.905426,-0.444761,49.905426,-0.444761,0.0,1.3699,1.3699,-25.283,-25.283,8.894,0.924133,3.24241,-1.16995,19.492,70.0,0.072,6646,3.03078,4.59952,-1.27395,-1.10584,0.0,206.345,143.386,206.12
49.913_-0.353,031939.23-002111.5,7562.0,49.913498,-0.353212,49.913498,-0.353212,0.0,2.7193,2.7193,-26.24,-26.24,0.0,1.13835,1.75256,-0.674133,19.8526,69.0,1.102,6615,1.6155,3.81214,-1.13974,-0.64833,0.0,167.774,153.748,165.582
49.957_0.922,031949.58+005520.5,7565.0,49.956622,0.92238,49.956623,0.92238,0.0,2.0385,2.0385,-26.625,-26.625,9.279,1.41309,3.19261,-1.00159,19.0666,69.0,0.013,6473,3.00173,4.5951,-1.1281,-0.920519,0.0,182.526,128.403,182.298
49.966_-0.176,031951.94-001033.7,7568.0,49.966458,-0.176036,49.966457,-0.176036,0.006147170253011476,2.1877,2.1877,-25.217,-25.217,8.05,1.17098,2.41091,-0.709289,20.4999,65.0,0.028,6547,2.21636,3.9836,-0.859954,-0.648049,0.0,130.558,104.249,128.786
49.975_0.558,031954.06+003327.0,7570.0,49.97526,0.557502,49.975262,0.557502,0.005323605600495953,1.2555,1.2555,-24.257,-24.257,8.658,0.970928,2.3184,-0.48961,20.2174,68.0,0.024,6588,2.13645,3.73483,-0.60374,-0.44913,0.0,137.532,72.699,135.358
49.984_-1.031,031956.08-010150.6,7571.0,49.983702,-1.030744,49.983704,-1.030744,0.003073585126505738,0.8267,0.8267,-22.433,-22.433,0.0,1.18315,5.0,-0.625,20.6102,66.0,-0.201,6618,3.00602,4.64005,-0.722205,-0.489763,1.0,106.844,75.0034,106.842
5.000_0.034,002000.07+000202.8,727.0,5.000323,0.034128,5.000323,0.034128,0.0,1.1299,1.1299,-24.795,-24.795,8.658,1.00657,3.41901,-0.977473,19.2198,55.0,0.008,8964,3.10209,4.63289,-1.08029,-0.912903,0.0,155.425,98.7044,155.333
5.008_0.910,002001.80+005436.8,729.0,5.007536,0.910232,5.007536,0.910232,0.0,1.013,1.013,-24.912,-24.912,9.283,1.20033,2.86845,-0.876501,18.9295,53.0,0.773,8413,2.744,4.49227,-0.980166,-0.824953,0.0,145.102,76.9312,144.529
5.009_-0.553,002002.17-003309.5,730.0,5.009062,-0.552657,5.009062,-0.552657,0.0,1.5568,1.5568,-24.768,-24.768,9.06,1.53565,2.92927,-0.885397,20.1695,60.0,-0.1,8508,2.63273,4.53188,-1.04661,-0.791982,0.0,131.394,119.93,131.194
5.014_-0.689,002003.41-004121.3,731.0,5.014214,-0.689253,5.014214,-0.689253,0.0,1.0349,1.0349,-23.263,-23.263,0.0,1.20329,5.0,-0.65,20.7468,42.0,0.118,8537,3.31713,4.70751,-0.76062,-0.504404,1.0,67.2158,31.544,67.2191
5.017_-0.076,002004.15-000433.5,732.0,5.017304,-0.075999,5.017304,-0.075999,0.0,0.6338,0.6338,-22.818,-22.818,0.0,1.10422,2.30604,-0.577051,19.8503,56.0,0.22,8484,2.15102,4.02681,-0.726253,-0.537255,0.0,124.571,80.1142,122.83
5.024_-0.838,002005.69-005016.3,734.0,5.023747,-0.837871,5.023747,-0.837871,0.0,0.5753,0.5753,-22.94,-22.94,8.84,1.27581,1.43527,-0.127246,19.6382,89.0,0.59,8573,1.24059,1.64418,-0.231927,-0.087064,0.0,166.568,121.811,156.507
5.047_-0.755,002011.23-004518.7,735.0,5.046817,-0.755222,5.046817,-0.755222,0.0,3.1119,3.1119,-26.412,-26.412,0.0,1.48867,2.84708,-1.00451,19.9419,54.0,0.273,8417,2.63033,4.50421,-1.17104,-0.896486,0.0,126.545,110.355,126.203
5.057_-1.096,002013.67-010545.7,736.0,5.056989,-1.096034,5.056989,-1.096034,0.0,1.6501,1.6501,-24.995,-24.995,8.573,1.81824,5.0,-0.575,20.4272,36.0,0.047,8665,3.20553,4.6842,-0.686843,-0.427731,1.0,48.5241,26.0994,48.5234
5.062_0.438,002014.86+002615.8,737.0,5.061922,0.437723,5.061922,0.437723,0.0,1.7615,1.7615,-25.885,-25.885,9.418,1.22087,1.24829,-0.579411,19.1636,55.0,0.842,8622,0.940485,1.95205,-0.929754,-0.474023,0.0,142.821,138.79,137.937
5.065_-0.237,002015.58-001412.3,738.0,5.064933,-0.236762,5.064933,-0.236762,0.0,1.7042,1.7042,-25.584,-25.584,9.519,1.25469,4.24439,-1.19181,19.2978,54.0,0.159,8552,3.32355,4.69208,-1.28489,-1.07499,0.0,148.027,102.351,148.02
5.082_-0.195,002019.59-001140.4,742.0,5.081657,-0.194579,5.081657,-0.194579,0.0,0.7622,0.7622,-23.776,-23.776,8.942,1.08534,2.55154,-0.813731,19.2769,60.0,-0.008,8457,2.42454,4.2936,-0.938586,-0.768865,0.0,160.797,102.47,159.613
5.082_0.973,002019.68+005822.0,743.0,5.082012,0.972782,5.082012,0.972782,0.0,1.3359,1.3359,-24.869,-24.869,9.105,0.996276,3.1812,-0.895025,19.7766,54.0,0.026,8589,2.93998,4.58198,-1.01349,-0.808295,0.0,128.815,84.5215,128.596
5.089_-0.739,002021.29-004419.8,744.0,5.088745,-0.738834,5.088745,-0.738834,0.0,1.231,1.231,-24.08,-24.08,8.672,0.992132,5.0,-0.9,19.8984,53.0,0.05,8414,3.27462,4.69119,-0.987275,-0.810728,1.0,134.743,78.7264,134.738
5.097_-0.186,002023.18-001110.6,745.0,5.096586,-0.186298,5.096586,-0.186298,0.0,1.6427,1.6427,-26.004,-26.004,9.011,1.10401,1.30549,0.003036,18.8308,27.0,0.07,8291,0.311396,1.4746,-0.089987,0.419341,0.0,36.3967,34.0144,27.2735
5.104_0.610,002024.85+003634.9,747.0,5.103547,0.609721,5.103547,0.609721,0.0,1.2475,1.2475,-24.851,-24.851,9.334,1.13629,3.62181,-1.07141,19.4636,55.0,0.063,8333,3.19863,4.65506,-1.18234,-0.977943,0.0,139.192,96.4177,139.13
5.118_-0.487,002028.34-002914.9,749.0,5.118087,-0.487489,5.118087,-0.487489,0.0,1.9269,1.9269,-26.327,-26.327,9.507,1.11758,3.14435,-1.01208,19.0697,62.0,-0.043,8527,2.95425,4.57764,-1.12469,-0.945563,0.0,177.488,111.104,177.209
5.137_0.923,002032.90+005521.4,752.0,5.137122,0.922616,5.137122,0.922616,0.0,1.8303,1.8303,-24.86,-24.86,0.0,1.08579,2.91839,-0.725354,20.2531,48.0,0.058,8535,2.75303,4.5074,-0.849107,-0.649029,0.0,89.4169,52.8194,88.9311
5.207_0.942,002049.77+005630.9,756.0,5.207408,0.941919,5.207408,0.941919,0.0,2.0409,2.0409,-25.491,-25.491,0.0,1.42134,2.9732,-0.884551,20.127,51.0,0.394,8443,2.81673,4.5202,-1.01082,-0.796563,0.0,98.4056,66.6036,97.9341
5.214_0.497,002051.37+002950.6,757.0,5.214047,0.497416,5.214047,0.497416,0.0,1.5025,1.5025,-24.448,-24.448,0.0,1.04714,2.92827,-0.905142,20.1448,55.0,0.33,8603,2.78193,4.513,-1.03301,-0.827952,0.0,124.63,84.6507,124.146
5.237_0.197,002056.80+001147.5,758.0,5.236704,0.196539,5.236704,0.196539,0.0,1.1099,1.1099,-25.962,-25.962,9.053,1.47136,2.72463,-0.519335,17.9426,53.0,0.321,8570,2.57767,4.49564,-0.649555,-0.474211,0.0,116.856,77.6172,116.454
5.239_-0.293,002057.31-001734.8,759.0,5.238825,-0.293024,5.238825,-0.293024,0.0,0.7926,0.7926,-23.792,-23.792,8.41,0.978221,2.26469,-0.706613,19.4878,55.0,0.046,8328,2.07493,3.53824,-0.835209,-0.659689,0.0,137.209,93.6528,134.796
5.243_-0.343,002058.23-002034.3,760.0,5.242651,-0.342888,5.242651,-0.342888,0.0,1.9121,1.9121,-25.466,-25.466,0.0,1.0075,2.9271,-0.959301,19.7697,55.0,-0.024,8332,2.74761,4.50939,-1.09823,-0.878071,0.0,137.679,116.906,137.212
5.247_-1.026,002059.32-010131.9,761.0,5.247184,-1.025555,5.247184,-1.025555,0.0,1.8326,1.8326,-25.588,-25.588,0.0,1.13156,3.12627,-1.20022,19.6648,63.0,0.117,8596,2.8739,4.57283,-1.33074,-1.10546,0.0,166.421,137.257,166.22
5.249_-0.718,002059.85-004306.3,762.0,5.24941,-0.718427,5.24941,-0.718427,0.0,1.0858,1.0858,-24.242,-24.242,0.0,1.00244,2.77311,-0.87869,19.8536,55.0,0.043,8363,2.59786,4.4462,-1.03592,-0.804964,0.0,138.169,117.282,137.529
5.255_1.234,002101.27+011402.8,764.0,5.255297,1.234113,5.255297,1.234113,0.0,1.1124,1.1124,-24.078,-24.078,0.0,1.04869,1.96665,-0.546664,19.9628,58.0,-0.012,8404,1.73995,2.69516,-0.726615,-0.486231,0.0,123.845,100.491,120.404
5.256_0.784,002101.42+004701.1,766.0,5.25595,0.783645,5.25595,0.783645,0.0,1.9828,1.9828,-25.704,-25.704,0.0,1.07972,2.8014,-0.948929,19.8305,60.0,-0.001,8688,2.6211,4.47309,-1.09511,-0.872076,0.0,147.159,111.031,146.636
5.268_0.392,002104.23+002331.1,767.0,5.267631,0.39198,5.267631,0.39198,0.0,1.7979,1.7979,-25.137,-25.137,0.0,1.44982,2.9743,-0.927337,20.0782,59.0,-0.058,8308,2.77332,4.52072,-1.06895,-0.819969,0.0,128.438,93.1428,128.032
5.285_0.683,002108.39+004057.4,768.0,5.284987,0.68262,5.284987,0.68262,0.0,1.4769,1.4769,-25.659,-25.659,9.281,1.01487,3.17565,-0.91573,19.1439,61.0,0.136,8440,3.02011,4.59063,-1.01607,-0.860244,0.0,167.374,82.5169,167.093
5.300_0.237,002111.97+001412.8,769.0,5.29991,0.236896,5.29991,0.236896,0.0,0.5227,0.5227,-22.376,-22.376,0.0,1.2415,1.55023,-0.352886,19.7476,55.0,0.582,8524,1.32048,1.96526,-0.493689,-0.297054,0.0,113.387,101.954,108.343
5.312_1.079,002114.88+010445.3,771.0,5.312025,1.079269,5.312025,1.079269,0.0,1.631,1.631,-25.366,-25.366,9.087,1.54476,3.00714,-0.988806,19.6404,60.0,-0.052,8356,2.80699,4.53995,-1.1111,-0.909475,0.0,143.738,122.713,143.42
5.366_1.072,002127.88+010420.2,777.0,5.366178,1.072278,5.366178,1.072278,0.0,1.8194,1.8194,-26.838,-26.838,0.0,0.954746,5.0,-1.075,18.2608,60.0,0.052,8274,3.52228,4.73788,-1.16457,-1.00863,1.0,187.831,106.753,187.847
5.378_0.924,002130.66+005527.3,779.0,5.377775,0.924273,5.377775,0.924273,0.0,1.333,1.333,-24.847,-24.847,8.906,0.891098,2.56562,-0.687297,19.7781,54.0,-0.151,8340,2.41055,4.31343,-0.815489,-0.641002,0.0,129.238,82.4609,128.205
5.379_-1.186,002130.87-011109.3,781.0,5.378647,-1.185926,5.378647,-1.185926,0.0,0.7861,0.7861,-24.614,-24.614,8.637,1.27934,2.02506,-0.544018,18.5851,55.0,-0.122,8485,1.81408,2.75172,-0.681941,-0.499888,0.0,131.59,91.5476,128.271
5.389_0.717,002133.27+004301.0,783.0,5.388649,0.716948,5.388649,0.716948,0.0,1.2445,1.2445,-26.832,-26.832,0.0,0.936597,2.50489,-1.20774,17.5126,63.0,0.105,8554,2.34744,4.23839,-1.3416,-1.15975,0.0,222.11,173.005,220.839
5.391_0.129,002133.91+000745.3,784.0,5.391313,0.12927,5.391313,0.12927,0.0,2.5491,2.5491,-25.83,-25.83,9.453,1.18858,2.6358,-0.867297,19.996,56.0,0.198,8431,2.48351,4.38157,-1.00789,-0.802842,0.0,130.821,101.139,129.988
5.404_1.003,002137.07+010010.0,786.0,5.404469,1.002801,5.404469,1.002801,0.0,1.4992,1.4992,-25.528,-25.528,9.092,1.11507,5.0,-0.925,19.3577,53.0,-0.077,8522,3.38731,4.70565,-1.01666,-0.846855,1.0,139.042,92.3583,139.05
5.414_-0.532,002139.29-003154.5,787.0,5.413739,-0.531826,5.413739,-0.531826,0.0,2.1572,2.1572,-27.028,-27.028,0.0,1.15996,1.67283,-0.599478,18.55,63.0,0.421,8640,1.45212,2.03315,-0.721549,-0.554051,0.0,169.027,140.642,163.457
5.421_-0.922,002141.02-005520.2,790.0,5.420932,-0.92229,5.420932,-0.92229,0.0,2.0187,2.0187,-25.418,-25.418,0.0,1.17598,2.35438,-0.823974,20.0521,62.0,0.305,8288,2.12933,4.2594,-1.03456,-0.756585,0.0,143.198,123.902,142.295
5.423_1.224,002141.47+011327.8,791.0,5.422832,1.224408,5.422832,1.224408,0.0,1.4382,1.4382,-25.056,-25.056,8.843,1.22322,2.27142,-0.727391,19.6964,60.0,-0.074,8680,2.059,3.91989,-0.92266,-0.666095,0.0,139.817,114.281,137.996
5.429_-0.506,002143.05-003021.7,792.0,5.429411,-0.506029,5.429411,-0.506029,0.0,3.5111,3.5111,-26.829,-26.829,9.536,1.26106,1.17666,-0.230693,19.7819,61.0,-0.114,8256,0.544486,1.68228,-0.435935,-0.008206,0.0,121.896,118.985,116.65
5.430_1.145,002143.29+010840.2,793.0,5.430397,1.144511,5.430397,1.144511,0.0,1.9012,1.9012,-26.268,-26.268,8.932,1.04191,5.0,-1.175,18.9965,60.0,0.093,8672,3.52933,4.75283,-1.26702,-1.08163,1.0,177.512,118.889,177.53
5.443_0.650,002146.36+003900.0,794.0,5.443183,0.65001,5.443183,0.65001,0.0,0.6625,0.6625,-24.126,-24.126,8.427,1.40628,2.73155,-0.834256,18.7097,65.0,-0.203,8261,2.6151,4.41152,-0.949768,-0.783828,0.0,175.027,111.186,174.158
5.445_-0.813,002146.71-004847.9,795.0,5.444663,-0.813322,5.444663,-0.813322,0.0,2.5024,2.5024,-27.152,-27.152,9.583,0.942767,5.0,-1.15,18.5365,55.0,0.169,8266,3.46757,4.72109,-1.22861,-1.07271,1.0,177.107,89.2511,177.099
5.465_-1.140,002151.66-010823.6,798.0,5.465252,-1.1399,5.465252,-1.1399,0.0,1.6242,1.6242,-25.082,-25.082,0.0,1.04591,2.85129,-0.763152,19.9325,50.0,0.043,8259,2.73914,4.49081,-0.875279,-0.707065,0.0,109.904,59.0984,109.324
5.467_-1.022,002152.18-010120.8,799.0,5.467451,-1.022468,5.467451,-1.022468,0.0,1.4491,1.4491,-25.024,-25.024,8.439,1.54244,2.28709,-0.909811,19.5354,58.0,-9.0,8338,2.0793,4.16797,-1.13206,-0.839095,0.0,142.075,128.151,140.848
5.475_0.752,002153.92+004508.2,801.0,5.474682,0.752304,5.474682,0.752304,0.0,1.4956,1.4956,-24.873,-24.873,9.192,1.50488,5.0,-0.875,19.6318,64.0,0.573,8623,3.42359,4.72301,-0.972892,-0.764209,1.0,151.219,76.6853,151.226
5.481_0.243,002155.52+001434.3,802.0,5.481339,0.242877,5.481339,0.242877,0.0,1.8307,1.8307,-25.483,-25.483,0.0,1.08192,5.0,-1.125,19.7884,63.0,0.276,8432,3.26359,4.68268,-1.20607,-1.02723,1.0,170.064,99.8503,170.064
5.525_-1.217,002206.05-011300.4,805.0,5.525249,-1.216795,5.525249,-1.216795,0.0,1.961,1.961,-25.606,-25.606,9.043,0.977415,2.42739,-0.804814,19.7418,51.0,0.015,8627,2.26465,4.16252,-0.957233,-0.751958,0.0,125.967,84.7481,124.548
5.541_0.275,002209.95+001629.3,806.0,5.54147,0.274813,5.54147,0.274813,0.0,0.5748,0.5748,-24.499,-24.499,8.133,1.09823,3.11564,-1.05797,18.0414,64.0,0.037,8427,2.89677,4.57989,-1.15223,-1.0083,0.0,204.142,145.143,203.958
5.551_-0.742,002212.21-004431.6,807.0,5.550907,-0.742129,5.550907,-0.742129,0.0,0.4204,0.4204,-22.043,-22.043,7.425,1.2776,1.56339,-0.266067,19.5793,53.0,0.203,8315,1.34065,1.91719,-0.409008,-0.21005,0.0,101.575,82.1566,95.2621
5.591_-0.749,002221.87-004455.0,808.0,5.591146,-0.748629,5.591146,-0.748629,0.0,3.15,3.15,-25.94,-25.94,0.0,1.41883,1.80124,-0.399652,20.4145,55.0,0.103,8374,1.59794,3.63382,-0.783665,-0.339857,0.0,96.9602,83.0845,95.0175
5.629_-1.008,002230.84-010029.4,812.0,5.628536,-1.008185,5.628536,-1.008185,0.0,1.4644,1.4644,-25.044,-25.044,8.699,1.48201,2.53322,-1.04723,19.6923,63.0,-0.042,8663,2.32466,4.40327,-1.25454,-0.948777,0.0,156.266,144.004,155.644
5.639_-0.580,002233.27-003448.5,814.0,5.638662,-0.580151,5.638662,-0.580151,0.0,0.504,0.504,-23.387,-23.387,0.0,1.28385,1.85947,-0.37969,18.759,65.0,-0.101,8370,1.64306,2.35031,-0.494763,-0.34488,0.0,145.567,113.797,141.367
5.649_-0.042,002235.67-000230.4,815.0,5.648653,-0.04178,5.648653,-0.04178,0.0,1.4427,1.4427,-25.097,-25.097,8.759,1.26906,2.88139,-0.661716,19.7719,61.0,-0.203,8337,2.75814,4.53868,-0.803942,-0.606957,0.0,134.792,76.1564,134.443
5.652_0.576,002236.37+003432.8,816.0,5.651565,0.575795,5.651565,0.575795,0.0,1.8026,1.8026,-25.252,-25.252,0.0,1.37332,2.9484,-0.959873,19.8902,55.0,-0.044,8278,2.75785,4.51174,-1.08391,-0.875559,0.0,125.007,98.9875,124.574
5.658_0.089,002237.90+000519.0,817.0,5.657949,0.088634,5.657949,0.088634,0.0,1.3727,1.3727,-23.944,-23.944,0.0,0.937706,2.8311,-0.574204,20.5048,56.0,-0.216,8298,2.71271,4.54855,-0.70538,-0.521481,0.0,109.332,67.1318,109.102
5.659_-0.174,002238.06-001026.8,818.0,5.658594,-0.174117,5.658594,-0.174117,0.0,1.8435,1.8435,-25.819,-25.819,0.0,1.23441,3.3303,-1.14778,19.2957,62.0,0.065,8289,3.06665,4.61895,-1.26473,-1.06271,0.0,178.275,126.495,178.135
5.659_-0.888,002238.11-005315.2,819.0,5.658809,-0.887571,5.658809,-0.887571,0.0,1.1178,1.1178,-23.97,-23.97,0.0,1.12234,2.64793,-0.724252,20.1097,62.0,0.153,8344,2.51934,4.44011,-0.848834,-0.661183,0.0,137.091,97.3709,136.46
5.665_-1.128,002239.53-010741.2,820.0,5.664739,-1.128117,5.664739,-1.128117,0.0,1.5545,1.5545,-25.486,-25.486,9.187,1.32289,3.1128,-0.859746,19.1564,54.0,0.288,8275,2.92543,4.5734,-0.976381,-0.788089,0.0,136.186,90.1928,135.913
5.682_-0.286,002243.61-001707.8,821.0,5.681731,-0.285506,5.681731,-0.285506,0.0,1.4502,1.4502,-25.213,-25.213,9.163,1.14283,0.162722,0.22193,19.3478,54.0,0.902,8690,-0.761763,0.219756,0.140677,0.643408,0.0,104.592,103.713,74.9311
5.709_-0.001,002250.07-000003.0,824.0,5.708638,-0.000842,5.708638,-0.000842,0.00434670577101264,0.6304,0.6304,-23.409,-23.409,8.82,1.09464,0.993515,0.050776,19.2191,107.0,0.026,8321,0.782651,1.16506,-0.035714,0.086008,0.0,199.385,176.449,183.908
5.709_-0.177,002250.14-001036.2,825.0,5.708953,-0.176729,5.708953,-0.176729,0.0,1.8601,1.8601,-25.41,-25.41,0.0,1.21393,2.65535,-0.798797,19.9387,62.0,0.029,8546,2.52929,4.3937,-0.940722,-0.743287,0.0,142.81,90.0982,141.959
5.748_-0.767,002259.44-004602.9,827.0,5.747705,-0.76749,5.747705,-0.76749,0.0,2.1619,2.1619,-25.221,-25.221,0.0,1.25321,2.73325,-0.630362,20.2457,54.0,0.018,8530,2.56599,4.44056,-0.78325,-0.562688,0.0,109.08,74.9866,108.437
